accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ173912		10-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Aerodramus vanikorensis	652	USNM:Birds:608672	2
JQ173911		16-Nov-1988	Australia			Aegotheles cristatus	652	USNM:Birds:612637	2
JQ173910		05-Oct-1989	Australia: Queensland			Aegotheles cristatus	652	USNM:Birds:612708	2
JQ173909		18-Oct-1989	Australia			Aegotheles cristatus	652	USNM:Birds:542598	2
JQ173908		09-Dec-1994	Myanmar: Sagaing			Aegithina tiphia	652	USNM:Birds:620465	2
JQ173907		05-Dec-1994	Myanmar: Sagaing			Aegithina tiphia	652	USNM:Birds:620427	2
JQ173892		19-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Accipiter superciliosus	652	USNM:Birds:586298	2
JQ173891		08-Apr-2001	Guyana		5.267 N 60.733 W	Accipiter striatus	652	USNM:Birds:626933	2
JQ173890		10-Dec-2000	Guyana		6.30 N 58.217 W	Accipiter poliogaster	652	USNM:Birds:622941	2
JQ173888		12-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Accipiter castanilius	652	USNM:Birds:631610	2
JQ173887		01-Mar-1991	Panama: Bocas Del Toro			Accipiter bicolor	645	USNM:Birds:613958	2
JQ173886		13-Apr-2000	Guyana		2.867 N 59.267 W	Accipiter bicolor	644	USNM:Birds:622236	2
JQ173885		23-Nov-1994	Myanmar: Pegu			Abroscopus superciliaris	652	USNM:Birds:620314	2
JQ173884		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Abroscopus albogularis	652	USNM:Birds:631812	2
B13166			Guyana: Linden, Near			Tangara punctata punctata	650	USNM:Birds:626083	2
B13975	Robbins, M.B.	19-Oct-2000	Guyana: S Rupununi, Dadanawa Ranch		2.9166667 N 59.5166667 W	Sublegatus sp.	650	KU:Birds:91479	2
B14531			Guyana: Almond Beach, Near the Mouth of the Waini River			Lepidocolaptes souleyetii	650	USNM:Birds:623142	2
B14773			Uruguay: Tacuarembo; Tacuarembo, ca 45 km N, at Cuchilla Laureles, Estancia La Furiosa			Tangara preciosa	650	USNM:Birds:630288	2
B14873		22-Sep-2002	Uruguay: Rocha; Rocha, ca 24 km ESE, at Ruta 10, km 240		34.5061 S 54.0592 W	Pipraeidea melanonota melanonota	650	USNM:Birds:630433	2
B19216			Guyana: Kopinang Village, ca 7 km SW at Kopinang River			Epinecrophylla gutturalis	650	USNM:Birds:632702	2
B22204			Guyana: Upper Takutu - Upper Essequibo; Upper Rewa River			Myrmeciza ferruginea	650	USNM:Birds:637017	2
B17064		29-May-2001	USA: Virginia; Lee; Ewing, 1.25 mi N, at south side Cumberland Mountain		36.6561 N 83.4339 W	Contopus virens	650	USNM:Birds:633940	2
B17941	A. Engilis	09-May-2003	USA: California; Yolo; Davis, University of California Campus, Putah Creek Campus Reserve, Ecosystem in vicinity of Pedrick Road			Thryomanes bewickii drymoecus	650	USNM:Birds:632198	2
B12144	S. Drovetskiy	30-May-1996	Russia: Astrakhanskaya Oblast; Astrakhan', 15 km S, 22 km W		46.22 N 47.77 E	Chlidonias hybridus	650	USNM:Birds:621206	2
B03291		01-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Dinopium shorii	650	USNM:Birds:620360	2
B05699	J. Rappole	05-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Pericrocotus cinnamomeus	650	USNM:Birds:620439	2
B05620		01-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Pycnonotus blanfordi	650	USNM:Birds:620370	2
B03737	R. Dickerman et al.	10-May-1989	Philippines: Luzon; Cagayan; Barrio Via, Sitio Hot Springs, Baggao Mun.		17.83 N 122.02 E	Rhipidura cyaniceps cyaniceps	650	USNM:Birds:607507	2
B09932			Gabon: Ogooue Maritime Province; Rabi Oil Field, Ossengue Shell Camp 2			Andropadus latirostris latirostris	650	USNM:Birds:622847	2
B09946	F. Dallmeier & A. Alonso	25-Feb-2002	Gabon: Ogooue Maritime Province; Rabi Oil Field, Rabi059		1.9475 S 9.8522 E	Caprimulgus europaeus	650	USNM:Birds:626984	2
B10063		01-Jun-2002	Gabon: Ogooue Maritime Province; Rabi Oil Field, Rabi 165, Moambatsango Quarry		1.8567 S 9.8522 E	Anthreptes seimundi	650	USNM:Birds:623011	2
B05366		08-Apr-1995	Panama: Chiriqui; Los Planes, 10 km N, Fortuna Field Station		8.7666667 N 82.25 W	Heliodoxa jacula	650	KU:Birds:86909	2
B05559	Robbins, M.B.	21-Apr-1995	Panama: Chiriqui; Los Planes, 10 km N, Fortuna Field Station		8.7666667 N 82.25 W	Mitrephanes phaeocercus	650	KU:Birds:86980	2
B00322	Bocas Del Toro Project 1989	07-Feb-1989	Panama: Bocas Del Toro; Isla Cristobal, Bocatorito			Claravis pretiosa	650	USNM:Birds:606736	2
B04447		07-Apr-1996	Guyana: Dubulay Ranch, W bank Berbice River		5.6666667 N 57.8833333 W	Todirostrum cinereum	650	KU:Birds:88216	2
B06546	L. Spear	02-Dec-1989	Pacific Ocean: Station # 10		7.0 N 147.5 W	Pterodroma nigripennis	650	USNM:Birds:613228	2
B14173		26-Nov-2000	Guyana: Linden, 10 km SE		5.95 N 58.25 W	Euphonia plumbea	650	USNM:Birds:627109	2
B14291	B. O'Shea	13-Jan-2001	Guyana: Kako River, Makwaima Savannah		5.52 N 60.73 W	Tachyphonus phoenicius	650	USNM:Birds:627157	2
B15765	B. O'Shea	26-Mar-2001	Guyana: Mount Roraima, North Slope		5.28 N 60.75 W	Mitrospingus oleagineus	650	USNM:Birds:626890	2
B10542		30-Aug-1998	Guyana: North Side Acari Mountains		1.38 N 58.93 W	Crax alector	650	USNM:Birds:625104	2
B10656			Guyana: Acari Mountains, North Side			Myrmornis torquata	650	USNM:Birds:587346	2
B10677	Braun, M.J.	02-Sep-1998	Guyana: Acari Mountains, N side		1.3333333 N 58.9666667 W	Otus vermiculatus	650	KU:Birds:89695	2
B10743		05-Sep-1998	Guyana: North Side Acari Mountains		1.38 N 58.93 W	Nyctibius aethereus	650	USNM:Birds:621717	2
B11399		01-Mar-1999	Guyana: West Bank Upper Essequibo River, Gunn'S Landing		1.65 N 58.62 W	Rhytipterna immunda	650	USNM:Birds:622069	2
B11468		03-Mar-1999	Guyana: West Bank Upper Essequibo River, Gunn'S Landing		1.65 N 58.62 W	Tachyphonus phoenicius	650	USNM:Birds:625713	2
B11679	W. Prince	13-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Mesembrinibis cayennensis	650	USNM:Birds:621937	2
B11799	M. Braun	18-Mar-1999	Guyana: Gunn'S Landing, 10 km SSE		1.58 N 58.57 W	Granatellus pelzelni	650	USNM:Birds:587820	2
B21613		14-May-2006	Greece: Lesvos; Polichinitos, 5.5 km N, 3 km E		39.1294 N 26.2194 E	Sylvia borin borin	650	USNM:Birds:637419	2
B01788	J. Angle & R. Dickerman	12-Feb-1988	Panama: Bocas Del Toro; Isla Colon, La Gruta			Pipra mentalis	650	USNM:Birds:606240	2
B01800	J. Angle & R. Dickerman	15-Feb-1988	Panama: Bocas Del Toro; Isla Colon, La Gruta			Laterallus albigularis	650	USNM:Birds:606387	2
B04035	J. Angle & B. Beehler	30-Jan-1994	Papua New Guinea: New Ireland; New Ireland Province; Hans Meyer Range		4.45 S 152.93 E	Ptilinopus rivoli	650	USNM:Birds:615017	2
B06729	L. Spear	05-Nov-1990	Pacific Ocean: Station #8		7.0 N 147.5 W	Pterodroma nigripennis	650	USNM:Birds:615147	2
B09998		2001	Gabon: Ogooue Maritime Province; Gamba			Centropus anselli	650	USNM:Birds:616708	2
B13962			Guyana: Kusad Mountain, NE Flank, South Rupununi Savannah			Myiarchus tyrannulus tyrannulus	650	USNM:Birds:627413	2
B13974	Robbins, M.B.	19-Oct-2000	Guyana: S Rupununi, Dadanawa Ranch		2.9166667 N 59.5166667 W	Elaenia cristata	650	KU:Birds:91477	2
B14532	M. Robbins & B. Benz	10-Mar-2002	Guyana: Almond Beach, Near the Mouth of the Waini River		8.4 N 59.75 W	Fluvicola pica	650	USNM:Birds:623143	2
B06317		31-Aug-2002	Uruguay: Tacuarembo; Rio Negro, ca 14 km N confluence with Rio Tacuarembo, at Estancia La Rosada		32.27 S 55.42 W	Serpophaga nigricans	650	USNM:Birds:630321	2
B19018		18-Jul-2004	Guyana: Kopinang Village, ca 7 km SW at Kopinang River		4.93 N 59.88 W	Leptodon cayanensis	650	USNM:Birds:632286	2
B19164		24-Jul-2004	Guyana: Kopinang Village, ca 9 km W on South slope of Kopinang Mountain		4.9653 N 59.9139 W	Platycichla flavipes	650	USNM:Birds:632458	2
B19170		24-Jul-2004	Guyana: Kopinang Village, ca 9 km W on South slope of Kopinang Mountain		4.9653 N 59.9139 W	Mitrospingus oleagineus	650	USNM:Birds:632757	2
B19312A		03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo; Karasabai, ca 17 km SSW at Ireng River		3.88 N 59.58 W	Icterus icterus	650	USNM:Birds:632598	2
B17079		31-May-2001	USA: Virginia; Lee; Beech Spring, 2.4 mi SE at Rt 656, near bridge over Dry Creek		36.6808 N 83.1969 W	Icterus spurius	650	USNM:Birds:633857	2
B21514		25-Jun-2006	USA: California; Tulare; Sequoia National Forest, Big Meadow West, Salmon Creek		35.8871 N 118.343 W	Empidonax oberholseri	650	USNM:Birds:636889	2
B15228	J. Rappole	19-Feb-2001	Myanmar: Kachin; Naung Mung Township, No Wah		27.8319 N 97.7631 E	Niltava grandis	650	USNM:Birds:631832	2
B00323	Bocas Del Toro Project 1989	07-Feb-1989	Panama: Bocas Del Toro; Isla Cristobal, Bocatorito			Pachyramphus cinnamomeus	650	USNM:Birds:606955	2
B00325	Bocas Del Toro Project 1989	07-Feb-1989	Panama: Bocas Del Toro; Isla Cristobal, Bocatorito			Heliothryx barroti	650	USNM:Birds:606813	2
B00524	Bocas Del Toro Project 1989	02-Mar-1989	Panama: Bocas Del Toro; Tierra Oscura			Threnetes ruckeri	650	USNM:Birds:612317	2
B02723	J. Angle & L. Chiappe	14-Feb-1992	Argentina: Entre Rios; Estancia El Tala, Near Puerto Constanza			Progne tapera	650	USNM:Birds:614711	2
B06874		23-Aug-1986	Brazil: Para; Altamira, 52 km SSW, E Bank Rio Xingu		3.65 S 52.37 W	Picumnus aurifrons transfasciatus	650	USNM:Birds:572531	2
B07068		22-Sep-1986	Brazil: Para; Altamira, 52 km SSW, E Bank Rio Xingu		3.65 S 52.37 W	Granatellus pelzelni	650	USNM:Birds:541528	2
B01799	J. Angle & R. Dickerman	15-Feb-1988	Panama: Bocas Del Toro; Isla Colon, La Gruta			Florisuga mellivora	650	USNM:Birds:606103	2
B01221	T. Parsons	16-Apr-1990	Panama: Bocas Del Toro; Paunch, Circa 2 mi N. Bocas Del Toro, Isla Colon			Progne chalybea	650	USNM:Birds:613492	2
B05599		01-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Dinopium shorii	650	USNM:Birds:620366	2
B05690	P. Rasmussen	05-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Megalaima lineata	650	USNM:Birds:620429	2
B14047		09-Nov-2000	Guyana: Kusad Mountain, NE Flank, South Rupununi Savannah		2.82 N 59.82 W	Myiozetetes cayanensis	650	USNM:Birds:627521	2
B13594		06-Sep-2002	Uruguay: Soriano; Cardona, 16 km ENE, at Arroyo Grande		33.7775 S 57.2308 W	Pardirallus sanguinolentus	650	USNM:Birds:630447	2
B14780		14-Sep-2002	Uruguay: Tacuarembo; Cuchilla Laureles		31.3 S 56.05 W	Milvago chimachima	650	USNM:Birds:630421	2
B18957		14-Jul-2004	Guyana: Kopinang Village, ca 7 km SW at Kopinang River		4.93 N 59.88 W	Sporophila nigricollis	650	USNM:Birds:632396	2
B19002			Guyana: Kopinang Village, ca 7 km SW at Kopinang River			Daptrius americanus	650	USNM:Birds:632410	2
B19008		17-Jul-2004	Guyana: Kopinang Village, ca 7 km SW at Kopinang River		4.93 N 59.88 W	Pipra cornuta	650	USNM:Birds:632741	2
B19224		26-Jul-2004	Guyana: Kopinang Village, ca 7 km SW at Kopinang River		4.93 N 59.88 W	Procnias alba	650	USNM:Birds:632703	2
B20706		24-Oct-2005	Uruguay: Rocha; 18 de Julio, 19 km W, at Estancia La Cañada		33.7419 S 53.7461 W	Chauna torquata	650	USNM:Birds:635725	2
B21465		22-Jun-2005	USA: California; Modoc; Bear Camp Flat, Warner Mountains		41.2108 N 120.153 W	Empidonax oberholseri	650	USNM:Birds:635000	2
B21504		27-Apr-2003	USA: California; Marin; Stinson Beach			Aechmophorus occidentalis	650	USNM:Birds:634874	2
B21505	Y. Hernandez		USA: California			Aechmophorus occidentalis	650	USNM:Birds:634875	2
B12148		01-Jun-1996	Russia: Astrakhanskaya Oblast; Astrakhan', 15 km S, 22 km W		46.22 N 47.77 E	Netta rufina	650	USNM:Birds:621199	2
B15233	J. Rappole	20-Feb-2001	Myanmar: Kachin; Naung Mung Township, Wang She Wong		27.9081 N 97.7003 E	Ficedula monileger	650	USNM:Birds:631833	2
B13964	B. O'Shea	09-Nov-2000	Guyana: Kusad Mountain, NE Flank, South Rupununi Savannah		2.82 N 59.82 W	Tyrannus albogularis	650	USNM:Birds:627414	2
B08777	J. Tutton	15-Jun-1990	USA: California; San Diego; Camp Pendleton, North Beach Least Tern Colony			Sternula antillarum	650	USNM:Birds:622470	2
B13539		03-Sep-2002	Uruguay: Soriano; Cardona, ca 9 km N, at Estancia Santa Emilia		33.78 S 57.33 W	Serpophaga nigricans	650	USNM:Birds:630128	2
B14786		15-Sep-2002	Uruguay: Tacuarembo; Tacuarembo, ca 19 km NE		31.5769 S 55.8517 W	Basileuterus leucoblepharus lemurum	650	USNM:Birds:630519	2
B15099		20-Apr-2003	Gabon: Ogooue Maritime Province; Moukalaba-Doudou National Park, NW corner of N'dogo Lagoon		2.58708 S 10.2344 E	Cyanomitra cyanolaema	650	USNM:Birds:631703	2
B19043		18-Jul-2004	Guyana: Kopinang Village, ca 7 km SW at Kopinang River		4.93 N 59.88 W	Dendrocolaptes certhia	650	USNM:Birds:632633	2
B19245		27-Jul-2004	Guyana: Kopinang Village, ca 10 km SSW		4.9017 N 59.9008 W	Oxyruncus cristatus	650	USNM:Birds:632342	2
B20708		24-Oct-2005	Uruguay: Rocha; 18 de Julio, 19 km W, at Estancia La Cañada		33.7419 S 53.7461 W	Rhea americana	650	USNM:Birds:635723	2
B22205		14-Aug-2006	Guyana: Upper Takutu - Upper Essequibo; Upper Rewa River		2.9714 N 58.5936 W	Hemitriccus zosterops	650	USNM:Birds:637132	2
B16864		29-May-2001	USA: Virginia; Lee; Edds Mill, 0.7 mi SW, at Dry Branch along Rt. 683		36.6244 N 83.3697 W	Empidonax virescens	650	USNM:Birds:633958	2
B17075		01-Jun-2001	USA: Virginia; Scott; Glades Wildlife Management Area, 0.5 mi NE Chimney Rock		36.8639 N 82.5858 W	Vireo flavifrons	650	USNM:Birds:633945	2
B17080			United States: Virginia; Wise; Brushy Knob, 0.85 mi NW, at near Bark Camp Branch			Junco hyemalis	650	USNM:Birds:633947	2
B08842	C. Wood	24-May-1996	Russia: Astrakhanskaya Oblast; Astrakhan', 17 km S, 55 km W		46.2 N 47.37 E	Sylvia borin	650	USNM:Birds:586170	2
B15174	J. Rappole	12-Feb-2001	Myanmar: Kachin; Naung Mung Township, near Naung Mung Village		27.5 N 97.8022 E	Heterophasia picaoides	650	USNM:Birds:631799	2
B15234	J. Rappole	20-Feb-2001	Myanmar: Kachin; Naung Mung Township, Wang She Wong		27.9081 N 97.7003 E	Niltava grandis	650	USNM:Birds:631834	2
B15283	J. Rappole	01-Mar-2001	Myanmar: Kachin; Naung Mung Township, Tezungdam		28.0442 N 97.57 E	Prunella immaculata	650	USNM:Birds:631858	2
B14510			Guyana: Courantyne River, Orealla Reservation, 8 km S Siparuta, Piruru			Euphonia violacea	650	USNM:Birds:622981	2
B15977	M. Braun	10-Apr-2001	Guyana: Mount Roraima, North Slope		5.27 N 60.73 W	Contopus fumigatus	650	USNM:Birds:626867	2
B21565			Greece: Lesvos; Polichinitos, 5.5 km N, 3 km E			Emberiza melanocephala	650	USNM:Birds:637371	2
B21569		11-May-2006	Greece: Lesvos; Polichinitos, 5.5 km N, 3 km E		39.1294 N 26.2194 E	Emberiza calandra	650	USNM:Birds:637375	2
B10700			Guyana: Acari Mountains, N side			Herpsilochmus rufimarginatus	650	USNM:Birds:651457	2
B10807			Guyana: Acari Mountains, North Side			Herpsilochmus rufimarginatus	650	USNM:Birds:587335	2
B10924		13-Sep-1998	Guyana: North Side Acari Mountains		1.38 N 58.93 W	Hylophilus muscicapinus	650	USNM:Birds:625279	2
B11016	Milensky, C.M.	19-Sep-1998	Guyana: Gunn's Landing, W bank upper Essequibo River		1.65 N 58.6166667 W	Ochthornis littoralis	650	KU:Birds:89821	2
B11620		10-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Tyranneutes virescens	650	USNM:Birds:625575	2
B11839			Guyana: Upper Essequibo River			Lanio fulvus	650	USNM:Birds:625707	2
B12421	Robbins, M.B.	24-Mar-2000	Guyana: Karaudanawa, ca. 4 km S		2.3666667 N 59.45 W	Eupsittula pertinax	650	KU:Birds:90736	2
B12490	Robbins, M.B.	26-Mar-2000	Guyana: Karaudanawa, ca. 4 km S		2.3666667 N 59.45 W	Myiarchus swainsoni	650	KU:Birds:90788	2
B12601			Guyana: Parabara Savannah			Thamnophilus murinus murinus	650	USNM:Birds:626150	2
B12679		03-Apr-2000	Guyana: South Rupununi Savannah		2.23 N 59.4 W	Hylocharis cyanus	650	USNM:Birds:625780	2
B13070			Guyana: Wiwitau Mountain, East Rupununi Savannah			Theristicus caudatus	650	USNM:Birds:622386	2
B14512	C. Hanks	12-Feb-2001	Guyana: Courantyne River, Orealla Reservation, 8 km S Siparuta, Piruru		5.2 N 57.28 W	Piaya melanogaster	650	USNM:Birds:626752	2
B15859	B. O'Shea	02-Apr-2001	Guyana: Mount Roraima, North Slope		5.27 N 60.73 W	Mitrospingus oleagineus	650	USNM:Birds:626913	2
B15905	B. O'Shea	05-Apr-2001	Guyana: Mount Roraima, North Slope		5.27 N 60.73 W	Turdus olivater	650	USNM:Birds:626922	2
B15981	W. Hinds	10-Apr-2001	Guyana: Mount Roraima, North Slope		5.27 N 60.73 W	Myioborus brunniceps	650	USNM:Birds:626679	2
B06185	J. Rappole	08-Dec-1997	Myanmar: Sagaing; Alaungdow Kathapa National Park, Pya Chang River			Pycnonotus melanicterus flaviventris	650	USNM:Birds:586575	2
B10507	M. Robbins	29-Aug-1998	Guyana: Acari Mountains, North Side		1.35 N 58.95 W	Hemitriccus zosterops	650	USNM:Birds:587353	2
B10699	Robbins, M.B.	04-Sep-1998	Guyana: Acari Mountains, N side		1.3333333 N 58.95 W	Microbates collaris	650	KU:Birds:89853	2
B10706		04-Sep-1998	Guyana: Acari Mountains, N side		1.3833333 N 58.9333333 W	Lipaugus vociferans	650	KU:Birds:89829	2
B10806	Milensky, C.M.	08-Sep-1998	Guyana: Acari Mountains, N side		1.3333333 N 58.9666667 W	Dysithamnus mentalis	650	KU:Birds:89753	2
B11590	M. Braun	08-Mar-1999	Guyana: West Bank Upper Essequibo River, Gunn'S Landing		1.65 N 58.62 W	Icterus cayanensis cayanensis	650	USNM:Birds:625749	2
B11638			Guyana: Upper Essequibo River			Turdus albicollis	650	USNM:Birds:625682	2
B12510		26-Mar-2000	Guyana: Karaudanawa, ca. 4 km S		2.3666667 N 59.45 W	Myiopagis viridicata	650	KU:Birds:90772	2
B12616		01-Apr-2000	Guyana: Parabara Savannah		2.2 N 59.37 W	Porzana albicollis olivacea	650	USNM:Birds:626151	2
B12785	Robbins, M.B.	07-Apr-2000	Guyana: South Rupunun		2.2333333 N 59.4 W	Xenopipo atronitens	650	KU:Birds:90670	2
B13071		18-Apr-2000	Guyana: Wiwitau Mountain, East Rupununi Savannah		2.87 N 59.27 W	Theristicus caudatus	650	USNM:Birds:626232	2
B13072		18-Apr-2000	Guyana: Wiwitau Mountain, East Rupununi Savannah		2.87 N 59.27 W	Burhinus bistriatus	650	USNM:Birds:626233	2
B15855			Guyana: Mount Roraima, North Slope			Elaenia pallatangae	650	USNM:Birds:626912	2
B09623		29-Sep-1997	Guyana: Northwest District; Baramita		7.3666667 N 60.4833333 W	Platyrinchus saturatus	650	KU:Birds:88973	2
B09630		29-Sep-1997	Guyana: Barima-Waini; Baramita, In Former North West Region		7.37 N 60.48 W	Arremon taciturnus taciturnus	650	USNM:Birds:586484	2
B10672			Guyana: Acari Mountains, North Side			Gymnopithys rufigula	650	USNM:Birds:651449	2
B10694			Guyana: Acari Mountains, North Side			Epinecrophylla gutturalis	650	USNM:Birds:587338	2
B10741		05-Sep-1998	Guyana: Acari Mountains, N side		1.3833333 N 58.9333333 W	Hylexetastes perrotii	650	KU:Birds:89743	2
B10925		13-Sep-1998	Guyana: Acari Mountains, North Side		1.38 N 58.93 W	Lamprospiza melanoleuca	650	USNM:Birds:616526	2
B11009		19-Sep-1998	Guyana: Gunn's Landing, W bank upper Essequibo River		1.65 N 58.6333333 W	Myrmotherula axillaris	650	KU:Birds:89759	2
B11026	Schmidt, B.K.	19-Sep-1998	Guyana: West bank upper Essequibo River, Gunn's Landing		1.65 N 58.6166667 W	Chaetura spinicaudus	650	KU:Birds:90400	2
B11284			Guyana: Abary River			Picumnus spilogaster	650	USNM:Birds:625413	2
B11293		16-Feb-1999	Guyana: Abary River		6.52 N 57.73 W	Colaptes punctigula	650	USNM:Birds:625419	2
B11400			Guyana: West Bank Upper Essequibo River, Gunn'S Landing			Galbula leucogastra	650	USNM:Birds:621973	2
B11513	M. Braun	05-Mar-1999	Guyana: Gunn'S Landing, West Bank Upper Essequibo River		1.65 N 58.62 W	Discosura longicauda	650	USNM:Birds:616534	2
B11636		11-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Bucco tectus	650	USNM:Birds:616571	2
B11640		11-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Lophotriccus vitiosus	650	USNM:Birds:587791	2
B11755	M. Braun	16-Mar-1999	Guyana: Gunn'S Landing, 10 km SSE		1.58 N 58.57 W	Granatellus pelzelni	650	USNM:Birds:625689	2
B12777		06-Apr-2000	Guyana: Parabara savanna		2.2 N 59.3666667 W	Celeus elegans	650	KU:Birds:91110	2
B05286	Robbins, M.B.	03-Apr-1995	Panama: Chiriqui; Los Planes, 10 km N, Fortuna Field Station		8.7333333 N 82.25 W	Pheucticus tibialis	650	KU:Birds:87132	2
B05381		09-Apr-1995	Panama: Chiriqui; Los Planes, 10 km N, Fortuna Field Station		8.7666667 N 82.25 W	Heliodoxa jacula	650	KU:Birds:86910	2
B05423		11-Apr-1995	Panama: Chiriqui; Continental Divide, along Gualaca-Chiriqui Grande road		8.7666667 N 82.25 W	Lysurus crassirostris	650	KU:Birds:87103	2
B01143		09-Apr-1990	Panama: Bocas Del Toro; Cayo Agua, Near Punta Limon			Pipra mentalis	650	USNM:Birds:607786	2
B09250	Robbins, M.B.	17-Sep-1997	Guyana: Northwest District; Baramita		7.3666667 N 60.4833333 W	Granatellus pelzelni	650	KU:Birds:89069	2
B05617		01-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Pycnonotus blanfordi	650	USNM:Birds:620369	2
B05641		02-Dec-1994	Myanmar: Sagaing; Kan Blu District (?); Kyat Thin, 3.5 km WNW, 'Kan Blu' = Kanbalu?			Copsychus saularis	650	USNM:Birds:620383	2
B03602	R. Dickerman & Et Al.	12-May-1989	Philippines: Luzon; Cagayan; Barrio Via, Sitio Hot Springs, Baggao Municipality, Mount Camp, W Slope of Sierra Madre		17.83 N 122.02 E	Rhabdornis inornatus alaris	650	USNM:Birds:607542	2
B09996			Gabon			Alethe castanea	650	USNM:Birds:622864	2
B15979			Guyana: Mount Roraima, North Slope			Doryfera johannae	650	USNM:Birds:622823	2
B15983	B. O'Shea	10-Apr-2001	Guyana: Mount Roraima, North Slope		5.27 N 60.73 W	Myiophobus roraimae	650	USNM:Birds:626936	2
B06198	J. Rappole	10-Dec-1997	Myanmar: Sagaing; Alaungdow Kathapa National Park, Interior Park Headquarters, 1.0 km S			Enicurus immaculatus	650	USNM:Birds:586578	2
B10501	Rice, N.H.	29-Aug-1998	Guyana: Acari Mountains, N side		1.3833333 N 58.9333333 W	Patagioenas subvinacea	650	KU:Birds:90363	2
B10598		01-Sep-1998	Guyana: Acari Mountains, N side		1.3833333 N 58.9333333 W	Myrmotherula guttata	650	KU:Birds:89670	2
B10785		07-Sep-1998	Guyana: North Side Acari Mountains		1.33 N 58.97 W	Herpsilochmus rufimarginatus	650	USNM:Birds:625206	2
B10820	Robbins, M.B.	09-Sep-1998	Guyana: Acari Mountains, N side		1.3833333 N 58.9333333 W	Phylloscartes virescens	650	KU:Birds:89807	2
B10922		13-Sep-1998	Guyana: North Side Acari Mountains		1.38 N 58.93 W	Vireolanius leucotis	650	USNM:Birds:621816	2
B11341		23-Feb-1999	Guyana: Near Linden		6.0231 N 58.2 W	Cotinga cayana	650	USNM:Birds:616584	2
B11621		10-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Hemitriccus zosterops	650	USNM:Birds:625631	2
B11639			Guyana: Upper Essequibo River			Turdus albicollis	650	USNM:Birds:625681	2
B11741		16-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Tolmomyias poliocephalus	650	USNM:Birds:625614	2
B11757			Guyana: Upper Essequibo River			Platyrinchus saturatus	650	USNM:Birds:625613	2
B11841	Cyrus	20-Mar-1999	Guyana: Upper Essequibo River		1.58 N 58.63 W	Crypturellus variegatus	650	USNM:Birds:625334	2
B12422		24-Mar-2000	Guyana: Karaudanawa, ca. 4 km S		2.3666667 N 59.45 W	Phaeomyias murina	650	KU:Birds:90771	2
