accession	collection_date	country	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JQ174327	07-May-1990	Panama: Chiriqui		Catharus fuscater	USNM:Birds:607617	652	2
JQ174326	01-Jan-2001	Panama: Chiriqui		Catharus fuscater	USNM:Birds:607615	652	2
JQ174323	15-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Cathartes melambrotus	USNM:Birds:637139	652	2
JQ174322	22-Aug-1986	Brazil: Para	3.65 S 52.367 W	Cathartes melambrotus	USNM:Birds:541309	652	2
JQ174321	10-Mar-1999	Guyana	1.583 N 58.633 W	Cathartes melambrotus	USNM:Birds:621939	652	2
JQ174320	10-Mar-1999	Guyana	1.583 N 58.633 W	Cathartes melambrotus	USNM:Birds:625336	652	2
JQ174317	28-Feb-1989	Panama: Bocas Del Toro		Caryothraustes poliogaster	USNM:Birds:612467	639	2
JQ174314	13-Dec-2000	Guyana	6.017 N 58.20 W	Caryothraustes canadensis	USNM:Birds:627077	652	2
JQ174313	14-Sep-2002	Uruguay: Tacuarembo	31.309 S 56.038 W	Cariama cristata	USNM:Birds:630286	652	2
JQ174312	01-Sep-2002	Uruguay: Tacuarembo	32.195 S 55.61 W	Cariama cristata	USNM:Birds:630124	652	2
JQ174311	04-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Spinus magellanicus	USNM:Birds:630401	652	2
JQ174310	13-Apr-2004	Guyana	2.867 N 59.267 W	Spinus cucullatus	USNM:Birds:627703	652	2
JQ174309	13-Apr-2004	Guyana	2.867 N 59.267 W	Spinus cucullatus	USNM:Birds:627702	652	2
JQ174308	21-Sep-2002	Uruguay: Rocha	33.723 S 53.93 W	Caracara plancus	USNM:Birds:630438	651	2
JQ174305	20-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Setopagis whitelyi	USNM:Birds:639325	652	2
JQ174303	22-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Setopagis whitelyi	USNM:Birds:639200	652	2
JQ174301	29-Mar-1999	Guyana	6.483 N 58.233 W	Antrostomus rufus	USNM:Birds:616578	642	2
JQ174300	09-Nov-2005	Uruguay: Artigas	30.512 S 57.756 W	Setopagis parvulus	USNM:Birds:635989	652	2
JQ174299	10-Nov-2005	Uruguay: Artigas	30.512 S 57.756 W	Setopagis parvulus	USNM:Birds:635996	652	2
JQ174295	26-Mar-2002	Guyana	7.667 N 58.967 W	Hydropsalis maculicaudus	USNM:Birds:627599	652	2
JQ174294	26-Mar-2002	Guyana	7.667 N 58.967 W	Hydropsalis maculicaudus	USNM:Birds:623217	652	2
JQ174293	06-May-1989	Philippines: Luzon	17.85 N 121.983 E	Caprimulgus macrurus	USNM:Birds:607332	652	2
JQ174292	06-May-1989	Philippines: Luzon	17.85 N 121.983 E	Caprimulgus macrurus	USNM:Birds:607331	645	2
JQ174291	15-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Caprimulgus macrurus	USNM:Birds:615021	652	2
JQ174290	06-May-1989	Philippines: Luzon	17.85 N 121.983 E	Caprimulgus macrurus	USNM:Birds:607330	652	2
JQ174289	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Caprimulgus macrurus	USNM:Birds:616254	652	2
JQ174288	26-Feb-2006	Gabon: Ogooue-Maritime	1.948 S 9.852 E	Caprimulgus europaeus	USNM:Birds:626985	652	2
JQ174287	11-Nov-2000	Guyana	2.817 N 59.817 W	Hydropsalis cayennensis	USNM:Birds:627526	650	2
JQ174285	07-Feb-2001	Guyana	5.20 N 57.283 W	Hydropsalis cayennensis	USNM:Birds:627194	652	2
JQ174284	06-May-2001	USA: Florida	30.574 N 86.366 W	Antrostomus carolinensis	USNM:Birds:622565	650	2
JQ174281	01-Jun-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Caprimulgus batesi	USNM:Birds:623010	652	2
JQ174280	05-Sep-2000	Kuwait		Caprimulgus aegyptius	USNM:Birds:616588	652	2
JQ174277	24-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Capito niger	USNM:Birds:586331	652	2
JQ174276	27-Apr-1988	Uruguay: Captive		Capito aurovirens	USNM:Birds:610558	652	2
JQ174275	02-Sep-1986	Brazil: Para	3.65 S 52.367 W	Campylorhynchus turdinus	USNM:Birds:541520	652	2
JQ174274	06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Campylorhynchus griseus	USNM:Birds:632847	652	2
JQ174268	06-Mar-1999	Guyana	1.65 N 58.617 W	Campylorhamphus procurvoides	USNM:Birds:622009	652	2
JQ174267	29-Aug-1986	Brazil: Para	3.65 S 52.367 W	Campylorhamphus procurvoides	USNM:Birds:572547	652	2
JQ174266	16-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Campylorhamphus procurvoides	USNM:Birds:637142	652	2
JQ174264	29-Mar-2001	Guyana	5.267 N 60.733 W	Campylopterus hyperythrus	USNM:Birds:626790	639	2
JQ174263	31-Mar-2001	Guyana	5.267 N 60.733 W	Campylopterus hyperythrus	USNM:Birds:626797	618	2
JQ174262	06-Apr-2001	Guyana	5.267 N 60.733 W	Campylopterus hyperythrus	USNM:Birds:626926	652	2
JQ174257	13-Sep-2002	Uruguay: Tacuarembo	31.309 S 56.038 W	Camptostoma obsoletum	USNM:Birds:630418	652	2
JQ174255	17-Jun-2006	Gabon: Ogooue-Maritime	1.821 S 9.882 E	Campethera nivosa	USNM:Birds:627282	652	2
JQ174253	18-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Campethera nivosa	USNM:Birds:631672	652	2
JQ174252	04-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Campethera caroli	USNM:Birds:630850	626	2
JQ174250	02-Dec-2000	Guyana	6.40 N 58.767 W	Campephilus rubricollis	USNM:Birds:626689	586	2
JQ174249	12-Feb-2001	Guyana	5.20 N 57.283 W	Campephilus rubricollis	USNM:Birds:627063	639	2
JQ174248	22-Sep-1986	Brazil: Para	3.65 S 52.367 W	Campephilus rubricollis	USNM:Birds:562222	652	2
JQ174247	16-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Campephilus melanoleucos	USNM:Birds:637230	652	2
JQ174246	14-Mar-1999	Guyana	1.583 N 58.633 W	Campephilus melanoleucos	USNM:Birds:625430	631	2
JQ174245	04-Mar-1989	Panama: Bocas Del Toro	9.183 N 82.283 W	Campephilus guatemalensis	USNM:Birds:612350	652	2
JQ174244	05-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Campephilus guatemalensis	USNM:Birds:612345	652	2
JQ174243	03-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Camaroptera brachyura	USNM:Birds:630828	652	2
JQ174242	06-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Camaroptera brachyura	USNM:Birds:630869	557	2
JQ174241	03-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Camaroptera brachyura	USNM:Birds:627689	652	2
JQ174240	19-Oct-1989	Australia: Queensland		Calyptorhynchus funereus	USNM:Birds:542615	652	2
JQ174239	04-Oct-2000	Guyana	6.017 N 58.20 W	Calliphlox amethystina	USNM:Birds:627430	652	2
JQ174238	26-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Calliphlox amethystina	USNM:Birds:639236	652	2
JQ174237	19-Mar-2000	Guyana	2.367 N 59.45 W	Calliphlox amethystina	USNM:Birds:622248	652	2
JQ174236	08-Dec-1997	USA: Washington		Callipepla californica	USNM:Birds:601158	652	2
JQ174235	14-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Calidris ruficollis	USNM:Birds:633343	652	2
JQ174233	21-Apr-1990	Panama: Bocas Del Toro		Cacicus uropygialis	USNM:Birds:608010	652	2
JQ174232	21-Apr-1990	Panama: Bocas Del Toro		Cacicus uropygialis	USNM:Birds:608011	629	2
JQ174231	14-Feb-1992	Argentina: Entre Rios		Cacicus solitarius	USNM:Birds:614725	649	2
JQ174230	25-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Cacicus haemorrhous	USNM:Birds:586489	652	2
JQ174229	06-Apr-1996	Guyana: Berbice	5.667 N 57.883 W	Cacicus haemorrhous	USNM:Birds:A 173	626	2
JQ174226	04-Apr-1996	Guyana: Berbice	5.667 N 57.883 W	Cacicus cela	USNM:Birds:621073	652	2
JQ174225	07-Apr-2000	Guyana	2.20 N 59.367 W	Cacicus cela	USNM:Birds:626176	652	2
JQ174224	08-Feb-1989	Panama: Bocas Del Toro		Butorides virescens	USNM:Birds:606723	611	2
JQ174223	29-Apr-1990	Panama: Bocas Del Toro		Butorides virescens	USNM:Birds:607636	652	2
JQ174222	01-Apr-1990	Panama: Bocas Del Toro		Butorides virescens	USNM:Birds:607637	652	2
JQ174221	16-Feb-1992	Argentina: Entre Rios		Butorides striata	USNM:Birds:614516	652	2
JQ174219		USA: Hawaii		Buteo solitarius	USNM:Birds:616646	651	2
JQ174218		USA: Hawaii		Buteo solitarius	USNM:Birds:616647	651	2
JQ174217		USA: Hawaii		Buteo solitarius	USNM:Birds:622623	651	2
JQ174216	05-Nov-2000	Guyana	2.967 N 59.95 W	Buteo nitidus	USNM:Birds:623049	652	2
JQ174214	27-Aug-1998	Guyana	1.417 N 58.95 W	Buteogallus urubitinga	USNM:Birds:621696	652	2
JQ174213	31-Aug-2002	Uruguay: Tacuarembo	32.317 S 55.433 W	Buteogallus meridionalis	USNM:Birds:630248	652	2
JQ174212	04-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Buteogallus meridionalis	USNM:Birds:632718	652	2
JQ174211	12-Mar-2002	Guyana	8.40 N 59.75 W	Buteogallus anthracinus	USNM:Birds:627561	652	2
JQ174209	04-Apr-1999	Guyana	6.517 N 57.733 W	Buteogallus aequinoctialis	USNM:Birds:625341	652	2
JQ174208	05-Oct-1998	Guyana	6.517 N 57.567 W	Buteogallus aequinoctialis	USNM:Birds:625103	652	2
JQ174207	01-Jan-2001	Guyana	6.517 N 57.733 W	Buteogallus aequinoctialis	USNM:Birds:627153	652	2
JQ174205	22-Sep-2002	Uruguay: Rocha	33.827 S 53.951 W	Buteo albicaudatus	USNM:Birds:630304	652	2
JQ174201	26-Feb-1990	Pacific Ocean	5.00 N 140.00 W	Bulweria bulwerii	USNM:Birds:613232	649	2
JQ174200	10-May-1989	Philippines: Luzon		Buceros hydrocorax	USNM:Birds:613076	651	2
JQ174199	14-Jan-2001	Guyana	5.517 N 60.733 W	Bucco tamatia	USNM:Birds:622951	652	2
JQ174196	11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Bucco capensis	USNM:Birds:637053	652	2
JQ174194	09-May-1990	Panama: Chiriqui	8.70 N 82.883 W	Brotogeris jugularis	USNM:Birds:613284	652	2
JQ174192	26-Jul-2004	Guyana	4.902 N 59.901 W	Brotogeris chrysoptera	USNM:Birds:632579	652	2
JQ174191	26-Jul-2004	Guyana	4.902 N 59.901 W	Brotogeris chrysoptera	USNM:Birds:632819	652	2
JQ174190	19-Jun-1997	Mongolia: Tov	48.363 N 106.304 E	Bradypterus tacsanowskius	USNM:Birds:586735	648	2
JQ174189	05-Mar-2001	Myanmar: Kachin	27.746 N 97.723 E	Brachypteryx leucophrys	USNM:Birds:631866	652	2
JQ174188	05-Mar-2005	Myanmar: Kachin	27.747 N 97.82 E	Brachypteryx leucophrys	USNM:Birds:631861	652	2
JQ174187	15-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Brachygalba lugubris	USNM:Birds:637136	652	2
JQ174186	18-Jan-2001	Guyana	5.517 N 60.733 W	Brachygalba lugubris	USNM:Birds:622889	650	2
JQ174185	12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Brachygalba lugubris	USNM:Birds:637212	649	2
JQ174183	10-Oct-2000	Guyana	6.733 N 58.217 W	Botaurus pinnatus	USNM:Birds:623080	649	2
JQ174178	12-Jun-2006	Gabon: Ogooue-Maritime	1.825 S 9.881 E	Bleda syndactylus	USNM:Birds:627303	652	2
JQ174177	27-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Bleda syndactylus	USNM:Birds:630777	652	2
JQ174176	12-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Bleda eximius	USNM:Birds:631615	652	2
JQ174175	06-Jun-2006	Gabon: Ogooue-Maritime	1.848 S 9.86 E	Bleda eximius	USNM:Birds:627272	652	2
JQ174172	18-Oct-2000	Guyana	6.80 N 58.483 W	Berlepschia rikeri	USNM:Birds:627456	649	2
JQ174171	24-Mar-1999	Guyana	1.65 N 58.617 W	Berlepschia rikeri	USNM:Birds:621990	606	2
JQ174167	02-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Basileuterus rivularis	USNM:Birds:609194	652	2
JQ174166	04-Apr-2000	Guyana	2.20 N 59.367 W	Basileuterus rivularis	USNM:Birds:626016	652	2
JQ174165	01-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Basileuterus rivularis	USNM:Birds:620171	652	2
JQ174164	28-Sep-1997	Guyana: North West	7.367 N 60.483 W	Basileuterus rivularis	USNM:Birds:586471	633	2
JQ174163	09-Feb-2001	Guyana	5.20 N 57.283 W	Basileuterus rivularis	USNM:Birds:627199	639	2
JQ174148	23-Apr-1990	Panama: Bocas Del Toro		Baryphthengus martii	USNM:Birds:613420	652	2
JQ174147	01-Jan-2001	Panama: Chiriqui		Bangsia arcaei	USNM:Birds:613343	652	2
JQ174146	12-Mar-1991	Panama: Bocas Del Toro		Bangsia arcaei	USNM:Birds:614104	619	2
JQ174145	09-May-1990	Panama: Chiriqui		Bangsia arcaei	USNM:Birds:607630	652	2
JQ174144	11-Apr-2004	USA: California	38.86 N 122.42 W	Baeolophus inornatus	USNM:Birds:632205	652	2
JQ174143	23-Jun-2006	USA: California	38.653 N 120.75 W	Baeolophus inornatus	USNM:Birds:636798	652	2
JQ174142	31-May-2001	USA: Virginia	36.65 N 83.248 W	Baeolophus bicolor	USNM:Birds:633821	652	2
JQ174141	15-Oct-1983	USA: Texas		Baeolophus atricristatus	USNM:Birds:1749	652	2
JQ174140	01-Jan-2001	Australia: Queensland		Aviceda subcristata	USNM:Birds:620186	652	2
JQ174139	20-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Automolus rufipileatus	USNM:Birds:637154	644	2
JQ174138	22-Sep-1986	Brazil: Para	3.65 S 52.367 W	Automolus rufipileatus	USNM:Birds:541381	652	2
JQ174137	22-Mar-1999	Guyana	1.583 N 58.633 W	Automolus rufipileatus	USNM:Birds:625455	652	2
JQ174134	21-Mar-1999	Guyana	1.583 N 58.633 W	Automolus rubiginosus	USNM:Birds:625456	652	2
JQ174133	05-Sep-1998	Guyana	1.383 N 58.933 W	Automolus rubiginosus	USNM:Birds:621751	652	2
JQ174116	21-Jul-2004	Guyana	4.933 N 59.883 W	Attila spadiceus	USNM:Birds:632307	652	2
JQ174115	01-Mar-1999	Guyana	1.65 N 58.617 W	Attila cinnamomeus	USNM:Birds:625586	564	2
JQ174114	09-Sep-1986	Brazil: Para	3.65 S 52.367 W	Attila cinnamomeus	USNM:Birds:572611	652	2
JQ174112	03-Mar-1999	Guyana	1.65 N 58.617 W	Attila cinnamomeus	USNM:Birds:622065	652	2
JQ174095	09-Feb-2001	Guyana	5.20 N 57.283 W	Arremon taciturnus	USNM:Birds:627200	639	2
JQ174093	29-Aug-1998	Guyana	1.383 N 58.933 W	Arremon taciturnus	USNM:Birds:625322	652	2
JQ174090	20-Apr-1990	Panama: Bocas Del Toro		Arremonops conirostris	USNM:Birds:608006	652	2
JQ174089	14-Feb-1989	Panama: Bocas Del Toro		Arremonops conirostris	USNM:Birds:607186	652	2
JQ174088	14-Feb-1989	Panama: Bocas Del Toro		Arremon aurantiirostris	USNM:Birds:607183	652	2
JQ174087	17-Apr-1990	Panama: Bocas Del Toro		Arremon aurantiirostris	USNM:Birds:608001	648	2
JQ174086	08-Mar-1991	Panama: Bocas Del Toro		Arremon aurantiirostris	USNM:Birds:608246	645	2
JQ174085	15-Feb-1992	Argentina: Entre Rios		Ardea cocoi	USNM:Birds:614524	652	2
JQ174084	05-Sep-1986	Brazil: Para	3.65 S 52.367 W	Ardea cocoi	USNM:Birds:562181	652	2
JQ174080	06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Eupsittula pertinax	USNM:Birds:632844	652	2
JQ174078	17-Oct-2000	Guyana	6.517 N 57.733 W	Eupsittula pertinax	USNM:Birds:627450	649	2
JQ174074	10-Sep-1986	Brazil: Para	3.65 S 52.367 W	Psittacara leucophthalmus	USNM:Birds:541326	652	2
JQ174073	20-Sep-1986	Brazil: Para	3.65 S 52.367 W	Psittacara leucophthalmus	USNM:Birds:541612	613	2
JQ174072	13-Mar-2002	Guyana	8.40 N 59.75 W	Psittacara leucophthalmus	USNM:Birds:616814	652	2
JQ174071	17-Oct-1995	Argentina: Corrientes	28.50 S 58.812 W	Psittacara leucophthalmus	USNM:Birds:609517	652	2
JQ174070	16-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Psittacara finschi	USNM:Birds:612287	652	2
JQ174069	26-Feb-1989	Panama: Bocas Del Toro	9.217 N 82.35 W	Psittacara finschi	USNM:Birds:612288	652	2
JQ174068	11-Apr-1990	Panama: Bocas Del Toro	9.15 N 82.067 W	Psittacara finschi	USNM:Birds:613366	652	2
JQ174067	14-Sep-1986	Brazil: Para	3.65 S 52.367 W	Eupsittula aurea	USNM:Birds:541345	652	2
JQ174066	23-Aug-1986	Brazil: Para	3.65 S 52.367 W	Ara severus	USNM:Birds:541325	651	2
JQ174065	21-Sep-2002	Uruguay: Rocha	34.036 S 53.826 W	Aramides ypecaha	USNM:Birds:630309	652	2
JQ174064	21-Sep-1986	Brazil: Para	3.65 S 52.367 W	Ara macao	USNM:Birds:541324	645	2
JQ174063	12-Feb-2001	Myanmar: Kachin	27.50 N 97.802 E	Arachnothera magna	USNM:Birds:631801	652	2
JQ174062	21-Nov-1994	Myanmar: Pegu		Arachnothera longirostra	USNM:Birds:620289	652	2
JQ174061	21-Sep-1986	Brazil: Para	3.65 S 52.367 W	Ara ararauna	USNM:Birds:541323	618	2
JQ174060	20-Oct-1989	Australia: Queensland		Aprosmictus erythropterus	USNM:Birds:542617	652	2
JQ174059	21-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Aplonis metallica	USNM:Birds:615063	652	2
JQ174058	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Aplonis metallica	USNM:Birds:615062	652	2
JQ174057	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Aplonis metallica	USNM:Birds:615060	652	2
JQ174056	19-Apr-2003	USA: California		Aphelocoma californica	USNM:Birds:632202	645	2
JQ174055	13-Jul-2005	USA: California		Aphelocoma californica	USNM:Birds:636936	652	2
JQ174054	22-Jun-2005	USA: California	40.874 N 120.069 W	Aphelocoma californica	USNM:Birds:634980	569	2
JQ174053	06-Feb-2001	Guyana	5.20 N 57.283 W	Anurolimnas viridis	USNM:Birds:627189	603	2
JQ174052	07-Apr-2000	Guyana	2.233 N 59.40 W	Anurolimnas viridis	USNM:Birds:616611	652	2
JQ174051	04-Nov-2005	Uruguay: Artigas	30.81 S 56.096 W	Anumbius annumbi	USNM:Birds:636115	627	2
JQ174050	24-Oct-2005	Uruguay: Rocha	33.742 S 53.746 W	Anthus lutescens	USNM:Birds:636034	652	2
JQ174049	05-May-1989	Philippines: Luzon	17.85 N 121.983 E	Anthus gustavi	USNM:Birds:613108	520	2
JQ174048	07-May-1989	Philippines: Luzon	17.85 N 121.983 E	Anthus gustavi	USNM:Birds:613109	562	2
JQ174047	25-Aug-2002	Uruguay: Soriano	33.767 S 57.383 W	Anthus furcatus	USNM:Birds:630477	652	2
JQ174046	26-Aug-2002	Uruguay: Soriano	33.783 S 57.333 W	Anthus furcatus	USNM:Birds:630386	568	2
JQ174045	26-Oct-2005	Uruguay: Rocha	33.742 S 53.746 W	Anthus correndera	USNM:Birds:636038	652	2
JQ174044	31-Aug-2002	Uruguay: Tacuarembo	32.317 S 55.433 W	Anthus correndera	USNM:Birds:630116	652	2
JQ174043	13-Aug-1991	USA: Mississippi		Anthropoides virgo	USNM:Birds:622461	652	2
JQ174042	08-Jun-2007	Gabon: Ogooue-Maritime	1.848 S 9.86 E	Anthreptes seimundi	USNM:Birds:627296	652	2
JQ174041	12-Mar-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Anthreptes seimundi	USNM:Birds:627025	652	2
JQ174040	28-Apr-1990	Panama: Bocas Del Toro	9.083 N 81.85 W	Anthracothorax veraguensis	USNM:Birds:607692	639	2
JQ174039	24-Apr-1990	Panama: Bocas Del Toro		Anthracothorax veraguensis	USNM:Birds:607690	627	2
JQ174038	24-Apr-1990	Panama: Bocas Del Toro		Anthracothorax veraguensis	USNM:Birds:607689	645	2
JQ174037	12-Feb-1989	Panama: Bocas Del Toro		Anthracothorax prevostii	USNM:Birds:606779	652	2
JQ174035	10-Nov-2000	Guyana	2.817 N 59.817 W	Anthracothorax nigricollis	USNM:Birds:623043	623	2
JQ174034	02-Nov-2000	Guyana	2.817 N 59.817 W	Anthracothorax nigricollis	USNM:Birds:627476	649	2
JQ174033	11-May-1988	Australia: New South Wales		Anthochaera carunculata	USNM:Birds:542181	652	2
JQ174032	11-Jul-1998	Johnston Atoll: Johnston Island		Anous tenuirostris	USNM:Birds:626564	611	2
JQ174031	27-Feb-2001	Johnston Atoll: Johnston Island		Anous tenuirostris	USNM:Birds:626568	652	2
JQ174030	01-May-1998	Johnston Atoll: Johnston Island		Anous tenuirostris	USNM:Birds:622579	652	2
JQ174029	06-Jun-1999	Johnston Atoll: Johnston Island		Anous stolidus	USNM:Birds:622583	652	2
JQ174028	21-Apr-2002	Johnston Atoll		Anous stolidus	USNM:Birds:631999	652	2
JQ174027	21-May-2001	Johnston Atoll: Sand Island		Anous stolidus	USNM:Birds:622611	652	2
JQ174026	01-Mar-2002	Johnston Atoll: Johnston Island		Anous minutus	USNM:Birds:631386	652	2
JQ174025	04-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Eurillas virens	USNM:Birds:627318	652	2
JQ174023	12-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Eurillas virens	USNM:Birds:631614	644	2
JQ174022	20-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Andropadus latirostris	USNM:Birds:627312	652	2
JQ174019	10-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Andropadus gracilis	USNM:Birds:627329	652	2
JQ174016	09-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Anas poecilorhyncha	USNM:Birds:633424	652	2
JQ174015	10-May-1988	Australia: New South Wales		Anas gibberifrons	USNM:Birds:610562	652	2
JQ174014	22-Feb-1992	Argentina: Buenos Aires		Anas bahamensis	USNM:Birds:614567	652	2
JQ174013	24-Feb-1992	Argentina: Buenos Aires		Anas bahamensis	USNM:Birds:614568	652	2
JQ174012	05-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Anabathmis reichenbachii	USNM:Birds:627289	652	2
JQ174011	10-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Anabathmis reichenbachii	USNM:Birds:630907	652	2
JQ174010	20-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Anabathmis reichenbachii	USNM:Birds:623007	652	2
JQ174009	24-Oct-2005	Uruguay: Rocha	33.742 S 53.746 W	Amblyramphus holosericeus	USNM:Birds:635721	626	2
JQ174008	21-Apr-1990	Panama: Bocas Del Toro		Amblycercus holosericeus	USNM:Birds:613556	645	2
JQ174007	23-Apr-1990	Panama: Bocas Del Toro		Amblycercus holosericeus	USNM:Birds:608009	645	2
JQ174006	18-Sep-1986	Brazil: Para	3.65 S 52.367 W	Amazona ochrocephala	USNM:Birds:541328	652	2
JQ174005	21-Aug-1986	Brazil: Para	3.65 S 52.367 W	Amazona ochrocephala	USNM:Birds:572511	652	2
JQ174004	14-Apr-2000	Guyana	2.867 N 59.267 W	Amazona ochrocephala	USNM:Birds:626049	644	2
JQ174003	06-Dec-1990	Saint Vincent and the Grenadines: Saint Vincent		Amazona guildingii	USNM:Birds:613763	652	2
JQ174002	15-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Amazona farinosa	USNM:Birds:621394	652	2
JQ174001	01-Apr-1996	Guyana: Berbice	5.75 N 57.933 W	Amazona farinosa	USNM:Birds:610150	652	2
JQ174000	15-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Amazona farinosa	USNM:Birds:586309	652	2
JQ173997	05-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Amazona autumnalis	USNM:Birds:B06446	652	2
JQ173996	13-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Amazona autumnalis	USNM:Birds:612297	652	2
JQ173995	04-Apr-2000	Guyana	2.20 N 59.367 W	Amazona amazonica	USNM:Birds:622357	652	2
JQ173994	23-Mar-2000	Guyana	2.367 N 59.45 W	Amazilia viridigaster	USNM:Birds:625974	649	2
JQ173993	26-Apr-1990	Panama: Bocas Del Toro		Amazilia tzacatl	USNM:Birds:607724	652	2
JQ173992	11-Apr-1990	Panama: Bocas Del Toro	9.15 N 82.067 W	Amazilia tzacatl	USNM:Birds:607716	652	2
JQ173991	18-Apr-1990	Panama: Bocas Del Toro		Amazilia tzacatl	USNM:Birds:607723	652	2
JQ173990	31-Mar-1990	Panama: Bocas Del Toro		Amazilia handleyi	USNM:Birds:607713	652	2
JQ173989	31-Mar-1990	Panama: Bocas Del Toro		Amazilia handleyi	USNM:Birds:607712	624	2
JQ173988	31-Mar-1990	Panama: Bocas Del Toro		Amazilia handleyi	USNM:Birds:607711	652	2
JQ173987	02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Amazilia fimbriata	USNM:Birds:632771	652	2
JQ173986	08-Nov-2000	Guyana	2.817 N 59.817 W	Amazilia fimbriata	USNM:Birds:627510	652	2
JQ173984	05-May-1990	Panama: Chiriqui		Amazilia edward	USNM:Birds:542821	645	2
JQ173983	18-Feb-1988	Panama: Bocas Del Toro		Amazilia amabilis	USNM:Birds:606105	652	2
JQ173982	09-Apr-1990	Panama: Bocas Del Toro	9.15 N 82.067 W	Amazilia amabilis	USNM:Birds:607709	652	2
JQ173981	05-Mar-1989	Panama: Bocas Del Toro		Amazilia amabilis	USNM:Birds:606796	652	2
JQ173980	19-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Amaurolimnas concolor	USNM:Birds:616358	652	2
JQ173979	25-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Amaurolimnas concolor	USNM:Birds:586302	652	2
JQ173978	14-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Alopochelidon fucata	USNM:Birds:639116	612	2
JQ173977	14-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Alopochelidon fucata	USNM:Birds:639259	645	2
JQ173976	17-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Alopochelidon fucata	USNM:Birds:639291	600	2
JQ173974	12-Feb-2001	Myanmar: Kachin	27.50 N 97.802 E	Alophoixus flaveolus	USNM:Birds:631811	652	2
JQ173972	29-Mar-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Alethe poliocephala	USNM:Birds:631489	652	2
